physid,PRVDR_SPCLTY,startyr,endyr
5141,FAMILY MEDICINE,2018,2020
5142,FAMILY MEDICINE,2010,2010
5142,INTERNAL MEDICINE,2009,2009
5143,FAMILY MEDICINE,2011,2011
5143,INTERNAL MEDICINE,2009,2010
5143,NEUROMUSCULOSKELETAL MEDICINE & OMM,2012,2020
5144,FOOT & ANKLE SURGERY,2017,2020
5144,PODIATRIST,2015,2016
5145,OBSTETRICS & GYNECOLOGY,2009,2020
5146,PHYSICIAN ASSISTANT,2018,2020
5147,FAMILY MEDICINE,2009,2020
5148,INTERNAL MEDICINE,2014,2017
5148,NEUROMUSCULOSKELETAL MEDICINE & OMM,2018,2019
5149,PEDIATRIC ANESTHESIOLOGY,2011,2020
5150,INTERNAL MEDICINE,2009,2020
5151,PHYSICIAN ASSISTANT,2011,2020
5152,INTERNAL MEDICINE,2011,2014
5153,NEUROMUSCULOSKELETAL MEDICINE & OMM,2015,2017
5153,"SURGERY, ORTHOPAEDIC, SPINE",2009,2020
5154,FAMILY MEDICINE,2015,2015
5155,INTERNAL MEDICINE,2009,2012
5156,FAMILY MEDICINE,2018,2020
5157,INTERNAL MEDICINE,2011,2013
5158,FAMILY MEDICINE,2014,2014
5158,INTERNAL MEDICINE,2015,2020
5159,RADIATION ONCOLOGY,2009,2020
5160,NURSE PRACTITIONER,2009,2020
5161,GENERAL PRACTICE,2013,2016
5161,INTERNAL MEDICINE,2016,2020
5162,NEUROMUSCULOSKELETAL MEDICINE & OMM,2011,2020
5163,INTERNAL MEDICINE,2009,2012
5164,PHYSICAL MEDICINE & REHABILITATION,2009,2020
5165,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
5165,INTERNAL MEDICINE,2010,2017
5166,"RADIOLOGY, BODY IMAGING",2009,2020
5166,VASCULAR & INTERVENTIONAL RADIOLOGY,2012,2015
5167,FAMILY MEDICINE,2009,2020
5168,INFECTIOUS DISEASES,2016,2018
5168,INTERNAL MEDICINE,2011,2020
5169,EMERGENCY MEDICINE,2013,2016
5170,INTERNAL MEDICINE,2019,2020
5171,FAMILY MEDICINE,2009,2020
5172,INTERNAL MEDICINE,2009,2009
5173,PHYSICIAN ASSISTANT,2016,2020
5174,INTERNAL MEDICINE,2016,2020
5174,"SURGERY, GENERAL",2015,2015
5175,FAMILY MEDICINE,2009,2013
5176,INTERNAL MEDICINE,2014,2016
5177,FAMILY MEDICINE,2012,2020
5177,OCCUPATIONAL MEDICINE,2009,2011
5178,EMERGENCY MEDICINE,2011,2020
5179,INTERNAL MEDICINE,2013,2013
5179,PULMONARY DISEASES,2014,2020
5180,PHYSICIAN ASSISTANT,2009,2020
5181,FAMILY MEDICINE,2009,2020
5182,PHYSICIAN ASSISTANT,2009,2020
5183,EMERGENCY MEDICINE,2011,2014
5184,OBSTETRICS & GYNECOLOGY,2009,2020
5185,PHYSICIAN ASSISTANT,2016,2020
5186,FAMILY MEDICINE,2009,2020
5187,ANESTHESIOLOGY,2016,2020
5188,PHYSICIAN ASSISTANT,2015,2020
5189,UROLOGY,2016,2020
5190,ANESTHESIOLOGY,2009,2020
5191,INTERNAL MEDICINE,2016,2019
5191,INTERNAL MEDICINE - CRITICAL CARE MEDICINE,2020,2020
5192,"ENDOCRINOLOGY, DIABETES & METABOLISM",2013,2020
5192,INTERNAL MEDICINE,2012,2012
5193,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2009,2020
5194,ANESTHESIOLOGY,2009,2018
5195,EMERGENCY MEDICINE,2009,2020
5196,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
5197,FAMILY MEDICINE,2009,2016
5198,FAMILY MEDICINE,2009,2016
5199,INTERNAL MEDICINE,2019,2019
5199,"SURGERY, GENERAL",2009,2017
5200,FAMILY MEDICINE,2017,2020
5201,EMERGENCY MEDICINE,2015,2020
5202,INTERNAL MEDICINE,2009,2020
5203,CARDIOVASCULAR DISEASE,2016,2020
5203,INTERNAL MEDICINE,2013,2015
5204,VASCULAR & INTERVENTIONAL RADIOLOGY,2009,2020
5205,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2012
5206,EMERGENCY MEDICINE,2010,2013
5207,EMERGENCY MEDICINE,2009,2020
5208,INTERNAL MEDICINE,2014,2020
5209,FAMILY MEDICINE,2020,2020
5209,INTERNAL MEDICINE,2015,2019
5210,ANESTHESIOLOGY,2009,2020
5210,"ANESTHESIOLOGY, PAIN MANAGEMENT",2011,2012
5211,INTERNAL MEDICINE,2009,2020
5212,"RADIOLOGY, BODY IMAGING",2009,2012
5212,VASCULAR & INTERVENTIONAL RADIOLOGY,2013,2020
5213,FAMILY MEDICINE,2018,2020
5214,"SURGERY, GENERAL",2009,2010
5215,FAMILY MEDICINE,2009,2011
5215,INTERNAL MEDICINE,2012,2016
5216,OBSTETRICS & GYNECOLOGY,2009,2020
5217,"SURGERY, NEUROLOGICAL",2009,2020
5218,"ANESTHESIOLOGY, PAIN MANAGEMENT",2011,2020
5219,FAMILY MEDICINE,2009,2017
5220,PHYSICIAN ASSISTANT,2018,2020
5221,GENERAL PRACTICE,2009,2009
5221,INTERNAL MEDICINE,2009,2020
5222,UROLOGY,2017,2020
5223,EMERGENCY MEDICINE,2013,2020
5224,INTERNAL MEDICINE,2013,2018
5224,"RADIOLOGY, BODY IMAGING",2019,2020
5225,NURSE PRACTITIONER,2016,2020
5226,EMERGENCY MEDICINE,2009,2009
5227,ANESTHESIOLOGY,2009,2014
5228,INTERNAL MEDICINE,2016,2020
5229,FAMILY MEDICINE,2009,2020
5230,"SURGERY, GENERAL",2016,2020
5231,FAMILY MEDICINE,2009,2020
5232,FAMILY MEDICINE,2019,2020
5233,INTERNAL MEDICINE,2013,2017
5234,"SURGERY, GENERAL",2009,2011
5234,THORACIC SURGERY,2012,2020
5235,INTERNAL MEDICINE,2014,2017
5236,INTERNAL MEDICINE,2017,2020
5237,FAMILY MEDICINE,2013,2017
5237,GENERAL PRACTICE,2009,2012
5238,EMERGENCY MEDICINE,2010,2020
5239,INTERNAL MEDICINE,2015,2020
5240,FAMILY MEDICINE,2009,2020
5241,ANESTHESIOLOGY,2009,2017
5242,NEPHROLOGY,2009,2020
5243,INTERNAL MEDICINE,2009,2011
5243,NEPHROLOGY,2012,2020
5244,FAMILY MEDICINE,2011,2012
5244,INTERNAL MEDICINE,2013,2020
5245,FAMILY MEDICINE,2009,2013
5246,FAMILY MEDICINE,2017,2020
5247,FAMILY MEDICINE,2011,2020
5248,CARDIOVASCULAR DISEASE,2011,2011
5248,CLINICAL CARDIAC ELECTROPHYSIOLOGY,2012,2020
5249,PHYSICIAN ASSISTANT,2009,2020
5250,EMERGENCY MEDICINE,2009,2013
5251,NEPHROLOGY,2009,2020
5252,INTERNAL MEDICINE,2009,2010
5252,OBSTETRICS & GYNECOLOGY,2011,2020
5253,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
5253,INTERNAL MEDICINE,2015,2017
5254,FAMILY MEDICINE,2012,2020
5255,OBSTETRICS & GYNECOLOGY,2009,2020
5256,"SURGERY, GENERAL",2012,2012
5256,UROLOGY,2009,2018
5257,EMERGENCY MEDICINE,2016,2018
5258,OBSTETRICS & GYNECOLOGY,2009,2020
5259,"ENDOCRINOLOGY, DIABETES & METABOLISM",2011,2020
5260,INTERNAL MEDICINE,2009,2020
5261,FAMILY MEDICINE,2011,2020
5261,INTERNAL MEDICINE,2012,2017
5262,ANESTHESIOLOGY,2012,2020
5262,INTERNAL MEDICINE,2010,2011
5263,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2017
5264,INTERNAL MEDICINE,2014,2017
5265,INTERNAL MEDICINE,2016,2020
5266,UROLOGY,2012,2016
5267,INTERNAL MEDICINE,2009,2020
5268,GASTROENTEROLOGY,2009,2018
5269,FAMILY MEDICINE,2011,2020
5270,INTERNAL MEDICINE,2009,2009
5271,FAMILY MEDICINE,2009,2009
5272,INTERNAL MEDICINE,2018,2020
5273,INTERNAL MEDICINE,2017,2018
5274,CARDIOVASCULAR DISEASE,2009,2020
5275,EMERGENCY MEDICINE,2009,2016
5276,INTERNAL MEDICINE,2012,2020
5277,FAMILY MEDICINE,2009,2010
5278,FAMILY MEDICINE,2017,2020
5278,INTERNAL MEDICINE,2011,2013
5279,GASTROENTEROLOGY,2015,2020
5279,INTERNAL MEDICINE,2014,2014
5280,"ANESTHESIOLOGY, PAIN MANAGEMENT",2015,2015
5280,PHYSICAL MEDICINE & REHABILITATION,2016,2020
5281,FAMILY MEDICINE,2012,2020
5282,OBSTETRICS & GYNECOLOGY,2009,2015
5283,PHYSICAL MEDICINE & REHABILITATION,2009,2020
5284,PHYSICIAN ASSISTANT,2009,2020
5285,NEUROMUSCULOSKELETAL MEDICINE & OMM,2010,2020
5286,EMERGENCY MEDICINE,2009,2020
5287,ANESTHESIOLOGY,2009,2020
5288,FAMILY MEDICINE,2009,2020
5289,PHYSICAL MEDICINE & REHABILITATION,2009,2020
5290,INTERNAL MEDICINE,2010,2013
5291,INTERNAL MEDICINE,2016,2020
5292,EMERGENCY MEDICINE,2017,2020
5292,FAMILY MEDICINE,2015,2016
5293,EMERGENCY MEDICINE,2009,2020
5294,INTERNAL MEDICINE,2015,2020
5295,GASTROENTEROLOGY,2017,2020
5295,INTERNAL MEDICINE,2014,2017
5296,INTERNAL MEDICINE,2009,2009
5297,INTERNAL MEDICINE - CRITICAL CARE MEDICINE,2009,2014
5297,PULMONARY DISEASES,2015,2019
5298,INTERNAL MEDICINE,2009,2015
5299,CARDIOVASCULAR DISEASE,2009,2020
5300,EMERGENCY MEDICINE,2017,2020
5301,INTERNAL MEDICINE,2014,2015
5302,INTERNAL MEDICINE,2009,2010
5303,FOOT & ANKLE SURGERY,2009,2017
5304,OCCUPATIONAL MEDICINE,2009,2020
5305,FAMILY MEDICINE,2012,2020
5305,INTERNAL MEDICINE,2009,2011
5306,FAMILY MEDICINE,2009,2020
5307,OBSTETRICS & GYNECOLOGY,2009,2020
5308,INTERNAL MEDICINE,2013,2015
5309,NEUROMUSCULOSKELETAL MEDICINE & OMM,2011,2020
5310,FAMILY MEDICINE,2016,2020
5311,EMERGENCY MEDICINE,2016,2019
5312,UROLOGY,2009,2020
5313,EMERGENCY MEDICINE,2017,2020
5314,CLINICAL CARDIAC ELECTROPHYSIOLOGY,2015,2020
5314,INTERNAL MEDICINE,2009,2014
5315,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
5316,INTERNAL MEDICINE,2009,2020
5317,INTERNAL MEDICINE,2016,2020
5319,EMERGENCY MEDICINE,2009,2012
5320,FAMILY MEDICINE,2009,2020
5321,PHYSICIAN ASSISTANT,2009,2020
5322,PHYSICIAN ASSISTANT,2018,2020
5323,INTERNAL MEDICINE,2009,2020
5324,FAMILY MEDICINE,2012,2020
5325,INTERNAL MEDICINE,2019,2020
5326,FAMILY MEDICINE,2011,2020
5327,FAMILY MEDICINE,2009,2010
5328,INTERNAL MEDICINE,2017,2018
5329,INTERNAL MEDICINE,2013,2018
5329,"SURGERY, GENERAL",2019,2020
5330,INTERNAL MEDICINE,2014,2019
5330,"RADIOLOGY, BODY IMAGING",2020,2020
5331,EMERGENCY MEDICINE,2009,2020
5332,INTERNAL MEDICINE,2012,2014
5333,INTERNAL MEDICINE,2009,2009
5333,PLASTIC SURGERY WITHIN THE HEAD & NECK,2010,2020
5334,NURSE PRACTITIONER,2009,2020
5335,FOOT & ANKLE SURGERY,2009,2020
5336,FAMILY MEDICINE,2010,2020
5337,INTERNAL MEDICINE,2016,2020
5338,UROLOGY,2009,2014
5339,UROLOGY,2009,2016
5340,EMERGENCY MEDICINE,2009,2009
5341,INTERNAL MEDICINE,2009,2020
5342,INTERNAL MEDICINE,2010,2014
5342,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2015,2020
5343,FOOT & ANKLE SURGERY,2009,2020
5344,FAMILY MEDICINE,2009,2020
5345,PHYSICAL MEDICINE & REHABILITATION,2009,2020
5346,INTERNAL MEDICINE,2009,2020
5347,FAMILY MEDICINE,2011,2013
5347,INTERNAL MEDICINE,2009,2010
5348,NURSE PRACTITIONER,2009,2020
5348,REGISTERED NURSE,2013,2013
5349,FAMILY MEDICINE,2009,2020
5350,INTERNAL MEDICINE,2009,2020
5352,FAMILY MEDICINE,2014,2020
5353,INTERNAL MEDICINE,2009,2011
5353,PULMONARY DISEASES,2012,2020
5354,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2009,2019
5355,INTERNAL MEDICINE,2009,2012
5356,OBSTETRICS & GYNECOLOGY,2009,2020
5357,EMERGENCY MEDICINE,2009,2020
5358,PHYSICIAN ASSISTANT,2009,2020
5359,INTERNAL MEDICINE,2016,2020
5360,EMERGENCY MEDICINE,2017,2019
5361,EMERGENCY MEDICINE,2017,2020
5362,INTERNAL MEDICINE,2017,2020
5363,"SURGERY, GENERAL",2009,2010
5364,OBSTETRICS & GYNECOLOGY,2016,2020
5365,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
5366,INTERNAL MEDICINE,2010,2010
5366,"SURGERY, GENERAL",2009,2009
5367,CARDIOVASCULAR DISEASE,2011,2020
5368,INTERNAL MEDICINE,2009,2010
5369,FAMILY MEDICINE,2015,2020
5370,OTOLARYNGOLOGY,2012,2014
5370,PLASTIC SURGERY WITHIN THE HEAD & NECK,2012,2020
5370,"SURGERY, NEUROLOGICAL",2009,2011
5371,FAMILY MEDICINE,2013,2020
5372,FAMILY MEDICINE,2009,2015
5373,FAMILY MEDICINE,2016,2020
5374,EMERGENCY MEDICINE,2009,2020
5375,INFECTIOUS DISEASES,2009,2017
5375,INTERNAL MEDICINE,2018,2020
5376,EMERGENCY MEDICINE,2009,2020
5377,"ANESTHESIOLOGY, PAIN MANAGEMENT",2009,2014
5378,FAMILY MEDICINE,2009,2020
5379,FAMILY MEDICINE,2015,2020
5379,INTERNAL MEDICINE,2011,2014
5380,OBSTETRICS & GYNECOLOGY,2009,2020
5381,INTERNAL MEDICINE,2013,2017
5382,EMERGENCY MEDICINE,2011,2020
5383,EMERGENCY MEDICINE,2009,2020
5384,EMERGENCY MEDICINE,2013,2016
5385,FAMILY MEDICINE,2014,2014
5385,INTERNAL MEDICINE,2011,2013
5386,INTERNAL MEDICINE,2016,2020
5387,INTERNAL MEDICINE,2011,2011
5387,NEUROMUSCULOSKELETAL MEDICINE & OMM,2012,2014
5388,INTERNAL MEDICINE,2012,2016
5388,OBSTETRICS & GYNECOLOGY,2017,2017
5389,INTERNAL MEDICINE,2014,2017
5390,EMERGENCY MEDICINE,2010,2020
5390,"SURGERY, GENERAL",2009,2009
5391,INTERNAL MEDICINE,2017,2020
5392,FAMILY MEDICINE,2009,2020
5393,INTERNAL MEDICINE,2014,2020
5394,EMERGENCY MEDICINE,2010,2020
5395,OBSTETRICS & GYNECOLOGY,2010,2020
5396,FAMILY MEDICINE,2009,2011
5397,FAMILY MEDICINE,2009,2020
5398,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2011,2020
5399,ALLERGY AND IMMUNOLOGY,2013,2020
5400,"SURGERY, GENERAL VASCULAR",2011,2020
5401,EMERGENCY MEDICINE,2009,2011
5401,INTERNAL MEDICINE,2012,2020
5402,EMERGENCY MEDICINE,2015,2017
5403,EMERGENCY MEDICINE,2009,2012
5404,INTERNAL MEDICINE,2010,2016
5405,EMERGENCY MEDICINE,2015,2020
5406,EMERGENCY MEDICINE,2009,2020
5407,RHEUMATOLOGY,2009,2015
5408,FAMILY MEDICINE,2013,2020
5409,FAMILY MEDICINE,2018,2020
5409,INTERNAL MEDICINE,2016,2017
5410,INTERNAL MEDICINE,2018,2020
5411,FAMILY MEDICINE,2009,2020
5412,DERMATOLOGY,2009,2020
5413,PHYSICIAN ASSISTANT,2017,2020
5414,FAMILY MEDICINE,2012,2020
5415,CARDIOVASCULAR DISEASE,2015,2020
5416,FAMILY MEDICINE,2013,2013
5416,INTERNAL MEDICINE,2012,2012
5417,"SURGERY, GENERAL",2017,2020
5418,EMERGENCY MEDICINE,2009,2020
5419,INTERNAL MEDICINE,2014,2020
5420,INTERNAL MEDICINE,2018,2020
5421,PHYSICIAN ASSISTANT,2009,2019
5422,INTERNAL MEDICINE,2010,2011
5423,EMERGENCY MEDICINE,2019,2020
5424,EMERGENCY MEDICINE,2009,2017
5425,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
5425,INTERNAL MEDICINE,2012,2017
5426,INTERNAL MEDICINE,2015,2020
5427,PHYSICIAN ASSISTANT,2009,2015
5428,THORACIC SURGERY,2009,2020
5429,FOOT & ANKLE SURGERY,2015,2020
5429,GENERAL PRACTICE,2012,2012
5429,PODIATRIST,2013,2015
5430,CARDIOVASCULAR DISEASE,2009,2020
5431,FAMILY MEDICINE,2009,2011
5431,INTERNAL MEDICINE,2012,2020
5432,CARDIOVASCULAR DISEASE,2015,2020
5432,INTERNAL MEDICINE,2011,2015
5433,FAMILY MEDICINE,2009,2020
5434,FAMILY MEDICINE,2016,2020
5434,INTERNAL MEDICINE,2012,2015
5435,PLASTIC & RECONSTRUCTIVE SURGERY,2009,2020
5436,VASCULAR & INTERVENTIONAL RADIOLOGY,2009,2014
5437,FAMILY MEDICINE,2009,2020
5438,INTERNAL MEDICINE,2016,2020
5439,PLASTIC SURGERY WITHIN THE HEAD & NECK,2017,2020
5439,"SURGERY, NEUROLOGICAL",2016,2016
5440,FAMILY MEDICINE,2009,2012
5441,RHEUMATOLOGY,2009,2013
5442,PLASTIC SURGERY WITHIN THE HEAD & NECK,2009,2020
5443,UROLOGY,2013,2020
5444,EMERGENCY MEDICINE,2016,2020
5444,GENERAL PRACTICE,2013,2016
5445,EMERGENCY MEDICINE,2020,2020
5445,FAMILY MEDICINE,2017,2019
5446,"ANESTHESIOLOGY, PAIN MANAGEMENT",2009,2020
5447,FAMILY MEDICINE,2009,2020
5448,PHYSICIAN ASSISTANT,2013,2020
5449,PULMONARY DISEASES,2009,2012
5450,FAMILY MEDICINE,2009,2014
5451,INTERNAL MEDICINE,2009,2020
5452,INTERNAL MEDICINE,2009,2020
5453,FAMILY MEDICINE,2018,2019
5453,INTERNAL MEDICINE,2014,2017
5454,FAMILY MEDICINE,2009,2009
5454,INTERNAL MEDICINE,2010,2020
5455,FAMILY MEDICINE,2009,2013
5456,FAMILY MEDICINE,2009,2018
5457,INTERNAL MEDICINE,2013,2019
5457,RHEUMATOLOGY,2011,2020
5458,NURSE PRACTITIONER,2018,2020
5459,FOOT & ANKLE SURGERY,2009,2020
5460,INTERNAL MEDICINE,2017,2018
5460,PULMONARY DISEASES,2019,2020
5461,PHYSICIAN ASSISTANT,2009,2020
5462,CARDIOVASCULAR DISEASE,2009,2016
5463,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
5464,EMERGENCY MEDICINE,2009,2020
5465,NURSE PRACTITIONER,2009,2020
5466,PLASTIC SURGERY WITHIN THE HEAD & NECK,2009,2020
5467,INTERNAL MEDICINE,2017,2020
5468,FAMILY MEDICINE,2009,2011
5468,INTERNAL MEDICINE,2012,2012
5469,INTERNAL MEDICINE,2013,2020
5470,FAMILY PRACTICE - GERIATRIC MEDICINE,2017,2020
5471,FAMILY MEDICINE,2015,2020
5472,FAMILY MEDICINE,2009,2020
5473,FAMILY MEDICINE,2009,2020
5474,FAMILY MEDICINE,2015,2020
5475,PULMONARY DISEASES,2009,2020
5476,FAMILY MEDICINE,2017,2020
5477,FOOT & ANKLE SURGERY,2016,2020
5478,ANESTHESIOLOGY,2009,2019
5479,EMERGENCY MEDICINE,2018,2020
5479,INTERNAL MEDICINE,2016,2017
5480,EMERGENCY MEDICINE,2010,2014
5481,INTERNAL MEDICINE,2015,2020
5482,"SURGERY, GENERAL",2009,2010
5483,EMERGENCY MEDICINE,2015,2019
5483,FAMILY MEDICINE,2020,2020
5484,INTERNAL MEDICINE,2009,2011
5484,PULMONARY DISEASES,2012,2020
5485,FAMILY MEDICINE,2009,2020
5486,NURSE PRACTITIONER,2015,2020
5487,INTERNAL MEDICINE,2016,2020
5488,EMERGENCY MEDICINE,2010,2012
5489,FAMILY MEDICINE,2009,2020
5490,PLASTIC SURGERY WITHIN THE HEAD & NECK,2019,2020
5490,"SURGERY, NEUROLOGICAL",2018,2018
5491,CARDIOVASCULAR DISEASE,2011,2020
5492,INFECTIOUS DISEASES,2009,2020
5492,INTERNAL MEDICINE,2010,2018
5493,PULMONARY DISEASES,2016,2020
5494,INTERNAL MEDICINE,2009,2011
5494,UROLOGY,2012,2020
5495,ALLERGY AND IMMUNOLOGY,2012,2020
5495,FAMILY MEDICINE,2009,2011
5496,INTERNAL MEDICINE,2015,2020
5497,FAMILY MEDICINE,2017,2020
5498,FAMILY MEDICINE,2012,2020
5499,INTERNAL MEDICINE,2015,2020
5500,INTERNAL MEDICINE,2014,2016
5500,NEPHROLOGY,2017,2020
5501,EMERGENCY MEDICINE,2009,2020
5502,FAMILY MEDICINE,2009,2020
5503,FAMILY MEDICINE,2009,2020
5503,INTERNAL MEDICINE,2017,2017
5504,EMERGENCY MEDICINE,2009,2016
5505,UROLOGY,2014,2018
5506,FAMILY MEDICINE,2013,2020
5507,"RADIOLOGY, BODY IMAGING",2015,2016
5507,VASCULAR & INTERVENTIONAL RADIOLOGY,2010,2020
5508,ANESTHESIOLOGY,2013,2016
5508,INTERNAL MEDICINE,2010,2011
5509,FAMILY MEDICINE,2018,2020
5509,INTERNAL MEDICINE,2016,2016
5510,INTERNAL MEDICINE,2018,2020
5511,CARDIOVASCULAR DISEASE,2009,2020
5512,GASTROENTEROLOGY,2009,2020
5513,NEPHROLOGY,2015,2020
5514,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2010,2020
5515,FAMILY MEDICINE,2009,2020
5516,NURSE PRACTITIONER,2012,2017
5517,ANESTHESIOLOGY,2009,2019
5518,INTERNAL MEDICINE,2012,2013
5518,"SURGERY, GENERAL",2011,2011
5519,ANESTHESIOLOGY,2009,2020
5520,ANESTHESIOLOGY,2014,2020
5521,FOOT & ANKLE SURGERY,2009,2020
5522,PLASTIC SURGERY WITHIN THE HEAD & NECK,2017,2019
5522,"SURGERY, NEUROLOGICAL",2016,2016
5523,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
5524,PHYSICIAN ASSISTANT,2009,2020
5525,INTERNAL MEDICINE,2017,2020
5526,INTERNAL MEDICINE,2009,2020
5527,EMERGENCY MEDICINE,2009,2020
5528,FAMILY MEDICINE,2009,2009
5529,FAMILY MEDICINE,2019,2019
5529,INTERNAL MEDICINE,2015,2018
5530,INTERNAL MEDICINE,2011,2012
5531,INTERNAL MEDICINE,2016,2017
5532,FAMILY MEDICINE,2015,2015
5532,INTERNAL MEDICINE,2009,2020
5533,HEMATOLOGY AND ONCOLOGY,2016,2020
5533,HEMATOLOGY: INTERNAL MEDICINE,2009,2015
5534,GENERAL PRACTICE,2009,2012
5534,INTERNAL MEDICINE,2012,2014
5535,INTERNAL MEDICINE,2011,2011
5535,NEPHROLOGY,2012,2020
5536,EMERGENCY MEDICINE,2018,2020
5537,FAMILY MEDICINE,2009,2013
5538,PHYSICIAN ASSISTANT,2009,2020
5539,INTERNAL MEDICINE,2012,2014
5539,NEPHROLOGY,2015,2020
5540,EMERGENCY MEDICINE,2009,2020
5541,FAMILY MEDICINE,2009,2020
5542,PHYSICIAN ASSISTANT,2009,2020
5543,INTERNAL MEDICINE,2015,2020
5544,INTERNAL MEDICINE,2015,2020
5545,FAMILY MEDICINE,2009,2015
5546,ANESTHESIOLOGY,2009,2013
5547,INTERNAL MEDICINE,2010,2018
5548,FAMILY MEDICINE,2011,2020
5549,GENERAL PRACTICE,2009,2012
5549,INTERNAL MEDICINE,2012,2020
5550,FAMILY MEDICINE,2011,2020
5551,CERTIFIED NURSE MIDWIFE,2009,2020
5552,INTERNAL MEDICINE,2018,2020
5553,GENERAL PRACTICE,2016,2017
5553,"SURGERY, GENERAL",2012,2013
5554,INTERNAL MEDICINE,2009,2010
5554,"SURGERY, NEUROLOGICAL",2014,2016
5555,INTERNAL MEDICINE,2015,2018
5556,EMERGENCY MEDICINE,2016,2020
5557,INTERNAL MEDICINE,2016,2020
5558,INTERNAL MEDICINE,2013,2014
5558,OBSTETRICS & GYNECOLOGY,2012,2020
5559,FAMILY MEDICINE,2009,2019
5560,EMERGENCY MEDICINE,2015,2016
5561,EMERGENCY MEDICINE,2015,2020
5562,HEMATOLOGY AND ONCOLOGY,2019,2020
5563,PHYSICIAN ASSISTANT,2011,2020
5564,CARDIOVASCULAR DISEASE,2013,2020
5565,PHYSICIAN ASSISTANT,2009,2020
5566,FAMILY MEDICINE,2016,2020
5566,INTERNAL MEDICINE,2012,2015
5567,INTERNAL MEDICINE,2009,2011
5567,OCCUPATIONAL MEDICINE,2012,2020
5568,PHYSICAL MEDICINE & REHABILITATION,2009,2020
5569,INTERNAL MEDICINE,2011,2012
5569,OBSTETRICS & GYNECOLOGY,2013,2020
5570,CARDIOVASCULAR DISEASE,2009,2020
5571,CARDIOVASCULAR DISEASE,2009,2012
5572,PULMONARY DISEASES,2011,2020
5573,INTERNAL MEDICINE,2009,2020
5574,CARDIOVASCULAR DISEASE,2009,2020
5575,INTERNAL MEDICINE,2015,2020
5576,INTERNAL MEDICINE,2009,2020
5577,HEPATOLOGY,2018,2020
5578,EMERGENCY MEDICINE,2012,2012
5578,FAMILY MEDICINE,2009,2011
5579,"RADIOLOGY, BODY IMAGING",2018,2018
5579,VASCULAR & INTERVENTIONAL RADIOLOGY,2009,2020
5580,FAMILY MEDICINE,2017,2020
5581,FAMILY MEDICINE,2015,2020
5582,INTERNAL MEDICINE,2009,2010
5582,OBSTETRICS & GYNECOLOGY,2011,2020
5583,UROLOGY,2009,2020
5584,PHYSICIAN ASSISTANT,2018,2020
5585,FAMILY MEDICINE,2013,2016
5585,INTERNAL MEDICINE,2009,2012
5586,PHYSICIAN ASSISTANT,2018,2020
5587,ANESTHESIOLOGY,2012,2014
5587,FAMILY MEDICINE,2009,2011
5588,INTERNAL MEDICINE,2017,2020
5589,EMERGENCY MEDICINE,2011,2020
5590,INTERNAL MEDICINE,2009,2014
5591,INTERNAL MEDICINE,2018,2020
5592,NURSE PRACTITIONER,2009,2017
5593,EMERGENCY MEDICINE,2012,2020
5594,ANESTHESIOLOGY,2009,2018
5595,OBSTETRICS & GYNECOLOGY,2009,2009
5596,FAMILY MEDICINE,2009,2011
5596,INTERNAL MEDICINE,2012,2020
5597,NEPHROLOGY,2014,2020
5598,OBSTETRICS & GYNECOLOGY,2009,2019
5599,FAMILY MEDICINE,2009,2020
5600,NUCLEAR MEDICINE,2009,2020
5601,RADIATION ONCOLOGY,2009,2020
5602,EMERGENCY MEDICINE,2012,2015
5603,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
5604,EMERGENCY MEDICINE,2009,2020
5605,EMERGENCY MEDICINE,2009,2011
5606,ANESTHESIOLOGY,2009,2017
5607,"SURGERY, GENERAL",2017,2020
5608,EMERGENCY MEDICINE,2009,2020
5609,HOSPITALIST,2017,2019
5609,INTERNAL MEDICINE,2009,2015
5610,OBSTETRICS & GYNECOLOGY,2009,2014
5611,EMERGENCY MEDICINE,2014,2020
5612,INTERNAL MEDICINE - CRITICAL CARE MEDICINE,2009,2018
5612,PULMONARY DISEASES,2019,2020
5613,FAMILY MEDICINE,2009,2015
5614,EMERGENCY MEDICINE,2011,2020
5615,CERTIFIED NURSE MIDWIFE,2009,2020
5616,NURSE PRACTITIONER,2009,2020
5617,"RADIOLOGY, BODY IMAGING",2009,2012
5617,VASCULAR & INTERVENTIONAL RADIOLOGY,2013,2020
5618,INTERNAL MEDICINE,2015,2020
5619,INTERNAL MEDICINE,2016,2020
5620,UROLOGY,2009,2020
