physid,birth_yr,employment_yr,termination_yr,female,ETHNICITY,JOB_TITLE,firstencyr,lastencyr,encyrs,PATCT,patperyr
5793,1983,2017,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2017,2020,4,6286,1571.5
5794,1972,2001,,0,ASIAN,CARDIOLOGIST,2007,2020,14,4488,320.57142857
5795,1976,2006,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,16802,988.35294118
5796,1956,1984,2017,1,BLACK,FAMILY PRACTICE SPECIALIST,2004,2017,14,4092,292.28571429
5797,1990,2018,,0,HISPAN,RESIDENT PHYSICIAN,2018,2020,3,413,137.66666667
5798,1955,2003,2016,1,BLACK,EMERGENTOLOGIST,,,,,
5799,,,2017,0,,,,,,,
5800,1964,1995,,0,WHITE,URGENT CARE SPECIALIST,2015,2020,6,16594,2765.6666667
5801,1958,2019,,1,WHITE,CERT NURSE MIDWIFE,2019,2020,2,784,392
5802,1978,2016,,1,ASIAN,ANESTHESIOLOGIST,2016,2020,5,369,73.8
5803,1985,2017,,0,ASIAN,IM HOSPITALIST,2014,2017,4,467,116.75
5804,1957,1986,,0,WHITE,EMERGENTOLOGIST,,,,,
5805,1971,2000,,1,BLACK,FAMILY PRACTICE SPECIALIST,2004,2020,17,16099,947
5806,1967,2005,,0,ASIAN,ANESTHESIOLOGIST,2017,2020,4,357,89.25
5807,1984,2015,,0,WHITE,SURGICAL PODIATRIST,2015,2020,6,4907,817.83333333
5808,1953,1989,,0,WHITE,ENDOCRINOLOGIST,2004,2020,17,9032,531.29411765
5809,1978,2011,,0,ASIAN,IM HOSPITALIST,,,,,
5810,1974,2005,,0,HISPAN,FAMILY PRACTICE SPECIALIST,2005,2020,16,24402,1525.125
5811,1984,,,1,,,2017,2018,2,434,217
5812,1965,1997,2017,0,WHITE,NEUROSURGEON,2015,2017,3,795,265
5813,1980,2017,,1,WHITE,PHYSICIAN ASST II,2017,2017,1,24,24
5814,1986,2018,,0,ASIAN,IM HOSPITALIST,2016,2019,4,870,217.5
5815,1976,2005,,1,WHITE,EMERGENTOLOGIST,,,,,
5816,1978,2008,,0,ASIAN,ANESTHESIOLOGY PEDIATRICS,2010,2014,5,301,60.2
5817,1981,2012,,0,ASIAN,ANESTHESIOLOGIST,2012,2019,8,1927,240.875
5818,1975,2011,,0,ASIAN,NEPHROLOGIST,2011,2020,10,1261,126.1
5819,1977,2006,,0,WHITE,UROLOGIST,2004,2020,17,9357,550.41176471
5820,1974,2013,,1,WHITE,EMERGENTOLOGIST,,,,,
5821,1967,1996,,0,HISPAN,UROLOGIST,2004,2020,17,12897,758.64705882
5822,1984,2016,,1,WHITE,INTERNIST,2014,2020,7,8707,1243.8571429
5823,1989,2018,,1,WHITE,RESIDENT PHYSICIAN,2018,2020,3,178,59.333333333
5824,1990,2019,,1,ASIAN,EMERGENTOLOGIST,,,,,
5825,1956,1985,,1,BLACK,ANESTHESIOLOGIST,2006,2018,13,271,20.846153846
5826,1956,1993,2018,0,WHITE,EMERGENTOLOGIST,2007,2015,9,89,9.8888888889
5827,1978,2015,,1,ASIAN,DERMATOLOGY MICRO SURGEON,2015,2020,6,3719,619.83333333
5828,1944,1993,2011,0,WHITE,CARDIOLOGIST,2004,2011,8,3981,497.625
5829,1969,2003,,0,WHITE,PHYSICIAN ASST,2004,2020,17,45200,2658.8235294
5830,1978,2011,,1,ASIAN,PHYSIATRIST,2011,2020,10,7088,708.8
5831,1975,2006,,1,HISPAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,14449,849.94117647
5832,1991,,,0,,,2019,2019,1,20,20
5833,1982,2008,,1,BLACK,PHYSICIAN ASST II,2008,2020,13,3781,290.84615385
5834,1964,2005,,1,ASIAN,ANESTHESIOLOGIST,2007,2017,11,20,1.8181818182
5835,1981,2017,,1,WHITE,NURSE PRACTITIONER Y6,2017,2020,4,3550,887.5
5836,1990,2018,,1,WHITE,RESIDENT PHYSICIAN,2018,2020,3,681,227
5837,1953,2001,2018,1,WHITE,PHYSICIAN ASST II,2004,2018,15,43700,2913.3333333
5838,1971,1999,,0,ASIAN,INTERNIST,2004,2020,17,9209,541.70588235
5839,1984,2018,,0,WHITE,FAMILY PRACTICE SPECIALIST,2016,2020,5,2674,534.8
5840,1977,2011,,1,ASIAN,RHEUMATOLOGIST,2011,2020,10,5038,503.8
5841,1977,2007,2011,1,WHITE,ANESTHESIOLOGIST,,,,,
5842,1982,2014,,0,ASIAN,UROLOGIST,2014,2020,7,5209,744.14285714
5843,1964,2009,,0,WHITE,ORTHOPEDIST,2009,2020,12,5982,498.5
5844,,2006,2018,1,,,2006,2012,7,7143,1020.4285714
5845,1985,2016,,0,WHITE,EMERGENTOLOGIST,2017,2020,4,362,90.5
5846,1970,2012,,0,WHITE,URGENT CARE SPECIALIST,2012,2020,9,24315,2701.6666667
5847,1952,1982,2018,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2017,14,15107,1079.0714286
5848,1986,2015,,1,ASIAN,IM HOSPITALIST,2016,2019,4,150,37.5
5849,1971,2001,,0,HISPAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,12992,764.23529412
5850,1965,1997,,0,WHITE,ORTHOPEDIST,2004,2020,17,6941,408.29411765
5851,1987,2018,,0,ASIAN,RADIATION ONCOLOGIST,2018,2020,3,803,267.66666667
5852,1978,2006,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2006,2020,15,12579,838.6
5853,1975,2004,,0,ASIAN,PHYSICIAN ASST II,2005,2020,16,15345,959.0625
5854,1988,2013,2014,1,ASIAN,RESIDENT PHYSICIAN,2013,2014,2,66,33
5855,1977,2011,,1,WHITE,FAMILY PRACTICE SPECIALIST,2011,2020,10,12022,1202.2
5856,1955,1990,,0,ASIAN,UROLOGY,2004,2020,17,8701,511.82352941
5857,1971,2005,,0,ASIAN,RADIOLOGIST,,,,,
5858,1986,2014,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2012,2020,9,10743,1193.6666667
5859,1989,2018,,1,HISPAN,RESIDENT PHYSICIAN,2018,2020,3,510,170
5860,1986,2016,2020,0,WHITE,FAMILY PRACTICE SPECIALIST,2016,2020,5,5650,1130
5861,1976,2014,,1,ASIAN,URGENT CARE SPECIALIST,2014,2020,7,3944,563.42857143
5862,1975,2014,2015,0,,,2014,2015,2,191,95.5
5863,1971,2001,,1,ASIAN,PHYSIATRIST,2004,2020,17,13441,790.64705882
5864,1958,1999,,1,HISPAN,PHYSICIAN ASST,2004,2020,17,18987,1116.8823529
5865,1974,2012,,1,ASIAN,NEPHROLOGIST,2012,2020,9,2040,226.66666667
5866,1971,2011,,1,HISPAN,EMERGENTOLOGIST,2014,2016,3,26,8.6666666667
5867,1937,1967,2017,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2017,14,21173,1512.3571429
5868,1983,2014,,0,HISPAN,EMERGENTOLOGIST,,,,,
5869,1956,1988,,1,WHITE,PULMONOLOGIST,2004,2020,17,3183,187.23529412
5870,1984,2014,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2014,2020,7,13805,1972.1428571
5871,1979,2017,,1,HISPAN,PHYSICIAN ASST,2017,2020,4,11763,2940.75
5872,1985,2018,,0,WHITE,FAMILY PRACTICE SPECIALIST,2015,2020,6,3979,663.16666667
5873,1981,2010,2013,1,ASIAN,FAMILY PRACTICE SPECIALIST,2008,2013,6,6409,1068.1666667
5874,1976,2008,,0,HISPAN,PULMONOLOGIST,2018,2020,3,560,186.66666667
5875,1983,,2014,0,,,2013,2014,2,105,52.5
5876,1959,1999,,1,BLACK,NURSE PRACTITIONER Y2,2004,2020,17,17893,1052.5294118
5877,1971,2003,,0,WHITE,GENERAL PODIATRIST - PER DIEM,2004,2020,17,6564,386.11764706
5878,1978,2008,2013,0,WHITE,INTERNIST,,,,,
5879,1973,2010,,1,ASIAN,PHYSIATRIST,2010,2020,11,8688,789.81818182
5880,1980,2012,,0,HISPAN,FAMILY PRACTICE SPECIALIST,2012,2020,9,17150,1905.5555556
5881,1974,2011,2017,0,WHITE,PHYSICIAN ASST,2011,2017,7,1307,186.71428571
5882,1978,2014,,0,WHITE,FAMILY PRACTICE SPECIALIST,2013,2020,8,9678,1209.75
5883,1978,2016,,1,ASIAN,EMERGENTOLOGIST,,,,,
5884,1979,2011,2012,0,WHITE,EMERGENTOLOGIST,,,,,
5885,1966,1998,,0,ASIAN,UROLOGIST,2004,2020,17,13115,771.47058824
5886,1980,2010,,1,ASIAN,URGENT CARE,2006,2020,15,29083,1938.8666667
5887,1957,1999,,1,WHITE,NURSE PRACTITIONER Y2,2004,2020,17,25237,1484.5294118
5888,1945,1981,,0,WHITE,PLASTIC SURGEON,2004,2019,16,6328,395.5
5889,1984,2013,2016,1,,EMERGENTOLOGIST,,,,,
5890,1980,2012,2014,1,ASIAN,GENERAL SURGEON,2012,2013,2,590,295
5891,1980,,2014,1,,,2013,2014,2,131,65.5
5892,1980,2009,,1,WHITE,UROLOGIST,2006,2020,15,6070,404.66666667
5893,1985,,,0,,,2019,2020,2,216,108
5894,1976,2008,,1,ASIAN,IM HOSPITALIST,,,,,
5895,1972,2003,2012,0,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2007,4,1036,259
5896,1965,1996,,1,WHITE,ENDOCRINOLOGIST,2004,2020,17,3363,197.82352941
5897,1984,2016,,1,ASIAN,IM HOSPITALIST,2017,2017,1,52,52
5898,1979,2017,,1,WHITE,PHYSICIAN ASST,2017,2020,4,2920,730
5899,1961,1992,2019,0,WHITE,DERMATOLOGIST,2004,2019,16,15289,955.5625
5900,1980,2011,2014,1,HISPAN,FAMILY PRACTICE SPECIALIST,2011,2014,4,5575,1393.75
5901,1969,2008,,1,WHITE,NEUROLOGIST,2004,2020,17,4184,246.11764706
5902,1974,1997,,0,ASIAN,PHYSICIAN ASST II,2010,2020,11,16247,1477
5903,1972,2011,2014,0,ASIAN,FAMILY PRACTICE SPECIALIST,2011,2014,4,6576,1644
5904,1978,2008,2018,1,WHITE,FAMILY PRACTICE SPECIALIST,2008,2017,10,7593,759.3
5905,1989,,2018,0,,,,,,,
5906,1986,2019,,1,HISPAN,CHILD PSYCHIATRIST,2013,2020,8,392,49
5907,1983,2015,,1,WHITE,URGENT CARE SPECIALIST,2015,2020,6,13631,2271.8333333
5908,1980,2017,,0,WHITE,PHYSICAL MED/REHAB,2017,2020,4,3068,767
5909,1961,2005,,0,WHITE,RADIOLOGIST,,,,,
5910,1962,2002,,0,WHITE,ORTHOPEDICS,2004,2020,17,7151,420.64705882
5911,1958,1998,,1,WHITE,URGENT CARE SPECIALIST,2004,2020,17,34606,2035.6470588
5912,1972,2007,,0,ASIAN,EMERGENTOLOGIST,,,,,
5913,1977,2016,,1,WHITE,SURGERY PLASTIC HAND,2016,2020,5,2760,552
5914,1976,2006,,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,9868,580.47058824
5915,1947,2005,2014,0,WHITE,,2005,2012,8,4452,556.5
5916,1951,2000,2015,1,WHITE,NURSE PRACTITIONER Y2,2004,2015,12,13662,1138.5
5917,1967,2003,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,14246,838
5918,1979,2010,,1,BLACK,FAMILY PRACTICE SPECIALIST,2007,2020,14,8589,613.5
5919,1967,1998,,1,WHITE,EMERGENTOLOGIST,,,,,
5920,1954,1981,2019,1,BLACK,PHYSICIAN ASST,2004,2018,15,18156,1210.4
5921,1966,1999,,0,HISPAN,ORTHOPEDICS,2004,2020,17,11823,695.47058824
5922,1962,1992,,0,ASIAN,PHYSICAL MED/REHAB,2004,2020,17,11967,703.94117647
5923,1962,2008,,0,AMINDN,HEAD AND NECK SURGEON,2008,2020,13,17337,1333.6153846
5924,1978,2016,,1,ASIAN,INTERNIST,2016,2020,5,9299,1859.8
5925,1977,2012,2015,0,WHITE,RESIDENT PHYSICIAN,,,,,
5926,1968,2001,,0,BLACK,EMERGENTOLOGIST,2016,2017,2,121,60.5
5927,1961,1991,,1,ASIAN,INTERNIST,2004,2020,17,9332,548.94117647
5928,1984,2013,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2011,2020,10,14359,1435.9
5929,1975,2014,,0,WHITE,URGENT CARE,2012,2020,9,19798,2199.7777778
5930,1986,2012,2015,1,ASIAN,RESIDENT PHYSICIAN,2012,2015,4,1447,361.75
5931,1969,2008,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2008,2020,13,18545,1426.5384615
5932,1989,2015,,1,BLACK,,2015,2020,6,889,148.16666667
5933,1980,2014,,1,WHITE,FAMILY PRACTICE SPECIALIST,2012,2019,8,16878,2109.75
5934,1974,2012,,1,WHITE,PHYSICAL MEDICINE AND REHAB,2012,2020,9,6529,725.44444444
5935,1953,1989,,0,ASIAN,INTERNIST,2004,2020,17,5578,328.11764706
5936,1986,2018,,1,ASIAN,,2015,2020,6,1874,312.33333333
5937,1955,1988,2012,0,WHITE,GENERAL EMERGENCY SURGEON,2006,2009,4,90,22.5
5938,1976,2017,2018,1,AMINDN,PHYSICIAN ASST,2017,2018,2,3304,1652
5939,1986,2017,,0,WHITE,FAMILY PRACTICE SPECIALIST,2017,2020,4,6089,1522.25
5940,1978,2008,2012,0,WHITE,UROLOGIST,2005,2011,7,1174,167.71428571
5941,1949,1999,2009,1,HISPAN,PHYSICIAN ASST II,2004,2009,6,5973,995.5
5942,1980,2011,,1,WHITE,OBSTETRICIAN GYNECOLOGIST,2010,2020,11,5171,470.09090909
5943,1981,2017,,0,HISPAN,OCCUPATIONAL MED SPECIALIST,2017,2020,4,2542,635.5
5944,1982,2017,,0,WHITE,IM HOSPITALIST,,,,,
5945,1939,1969,,0,ASIAN,"GERIATRICS,PALLIATIVE&CONTCARE",2004,2004,1,128,128
5946,1956,1983,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,8561,503.58823529
5947,1971,2015,,1,WHITE,OBSTETRICIAN GYNECOLOGIST,2015,2020,6,4095,682.5
5948,1983,2013,2016,0,WHITE,EMERGENTOLOGIST,,,,,
5949,1956,1989,2017,1,BLACK,PHYSICIAN ASST,2004,2017,14,26234,1873.8571429
5950,1978,2007,,1,WHITE,CARDIOLOGIST,2007,2020,14,2862,204.42857143
5951,1948,1981,,0,WHITE,UROLOGIST,2004,2019,16,10267,641.6875
5952,,,2010,0,,,,,,,
5953,1966,1998,,0,ASIAN,PHYSICIAN ASST II,,,,,
5954,1968,1998,2017,0,HISPAN,URGENT CARE SPECIALIST,2004,2016,13,25641,1972.3846154
5955,1951,1982,2017,0,WHITE,NEPHROLOGIST,2004,2016,13,1350,103.84615385
5956,1986,2015,,1,WHITE,FAMILY PRACTICE SPECIALIST,2013,2020,8,6602,825.25
5957,1978,2011,,1,BLACK,FAMILY PRACTICE SPECIALIST,2011,2020,10,9662,966.2
5958,1987,2015,,0,,RESIDENT PHYSICIAN,,,,,
5959,1983,2015,,0,HISPAN,FAMILY PRACTICE SPECIALIST,2012,2020,9,7849,872.11111111
5960,1980,2010,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2010,2020,11,5327,484.27272727
5961,1952,1989,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,28554,1679.6470588
5962,1975,2019,,0,ASIAN,,2007,2014,8,10023,1252.875
5963,1956,1989,,0,HISPAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,16728,984
5964,1961,1990,,1,BLACK,FAMILY PRACTICE SPECIALIST,2004,2020,17,9891,581.82352941
5965,1973,2003,,1,ASIAN,IM HOSPITALIST,,,,,
5966,1955,1989,2014,0,WHITE,EMERGENTOLOGIST,,,,,
5967,1971,1997,,1,WHITE,PHYSICIAN ASST,2004,2020,17,39485,2322.6470588
5968,1985,2016,,1,ASIAN,"GERIATRICS,PALLIATIVE&CONTCARE",2012,2019,8,2100,262.5
5969,1978,2005,,1,ASIAN,IM HOSPITALIST,,,,,
5970,,,,0,,,,,,,
5971,1974,2002,,0,WHITE,NEPHROLOGIST,2005,2020,16,3054,190.875
5972,1976,2010,2012,0,WHITE,INTERNIST,,,,,
5973,1990,2019,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2016,2020,5,2660,532
5974,1969,2000,,0,ASIAN,IM HOSPITALIST,2004,2006,3,390,130
5975,1986,2013,2017,1,BLACK,,2013,2017,5,1246,249.2
5976,1987,,2019,0,,,,,,,
5977,1971,2006,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2006,2020,15,18774,1251.6
5978,1983,2016,,1,ASIAN,HEAD AND NECK SURGEON,2016,2020,5,5030,1006
5979,1973,2009,2013,1,HISPAN,OBSTETRICIAN GYNECOLOGIST,2009,2013,5,3518,703.6
5980,1992,2018,2019,1,BLACK,RESIDENT PHYSICIAN,2018,2019,2,21,10.5
5981,1963,2014,,0,HISPAN,GENERAL PODIATRIST,2014,2020,7,8404,1200.5714286
5982,1968,1999,,0,WHITE,EMERGENTOLOGIST,2005,2016,12,1686,140.5
5983,1980,2009,2014,0,ASIAN,FM CONTINUING CARE,2007,2014,8,14877,1859.625
5984,1965,2010,2015,1,BLACK,URGENT CARE SPECIALIST,2010,2014,5,4508,901.6
5985,1978,2010,,1,WHITE,IM HOSPITALIST,2010,2013,4,3237,809.25
5986,1984,2013,2014,0,ASIAN,,2012,2012,1,49,49
5987,1949,1988,,0,ASIAN,EMERGENTOLOGIST,2004,2018,15,2238,149.2
5988,1952,1990,,1,ASIAN,INTERNAL MEDICINE PHYSICIAN,2005,2018,14,249,17.785714286
5989,1955,2006,,0,WHITE,ANESTHESIOLOGIST,,,,,
5990,1974,1999,,1,HISPAN,NURSE PRACTITIONER Y2,2009,2020,12,3019,251.58333333
5991,,,2015,0,,,,,,,
5992,1957,1989,2019,0,HISPAN,PHYSICIAN ASST,2004,2017,14,33102,2364.4285714
5993,1990,2018,,1,ASIAN,RESIDENT PHYSICIAN,2018,2020,3,409,136.33333333
5994,1968,2001,,0,WHITE,EMERGENTOLOGIST,,,,,
5995,1979,2012,2014,0,WHITE,EMERGENTOLOGIST,,,,,
5996,1957,2010,,1,WHITE,PHYSICIAN ASST II,2010,2020,11,8868,806.18181818
5997,1978,2011,,1,ASIAN,EMERGENTOLOGIST,2015,2016,2,9,4.5
5998,1962,2008,,1,ASIAN,CHILD PSYCHIATRIST,2008,2020,13,4610,354.61538462
5999,1976,2004,,0,ASIAN,IM HOSPITALIST,2004,2015,12,764,63.666666667
6000,1987,2017,,0,ASIAN,IM HOSPITALIST,2017,2018,2,44,22
6001,1985,,,0,,,,,,,
6002,1972,2009,,0,HISPAN,EMERGENTOLOGIST,,,,,
6003,1974,2014,2015,0,WHITE,SURGERY CARDIAC INTENSIVIST,,,,,
6004,1966,2004,,0,ASIAN,SURGERY CARDIAC,2005,2020,16,1462,91.375
6005,1984,2018,,1,WHITE,PHYSICIAN ASST II,2018,2020,3,2658,886
6006,1965,1996,,1,HISPAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,13543,796.64705882
6007,1969,2000,,0,BLACK,EMERGENTOLOGIST,2015,2016,2,38,19
6008,1979,2013,2017,1,,RETINAL SURGEON,2010,2015,6,2300,383.33333333
6009,1968,2007,,0,ASIAN,RHEUMATOLOGIST,2007,2020,14,6456,461.14285714
6010,1986,2016,,0,ASIAN,EMERGENTOLOGIST,2016,2020,5,576,115.2
6011,1980,2017,,1,WHITE,INTERNIST,2017,2020,4,3819,954.75
6012,1974,2008,,0,WHITE,ORTHOPEDIST,2008,2020,13,6958,535.23076923
6013,1982,2013,2018,1,WHITE,OBSTETRICIAN GYNECOLOGIST,2009,2018,10,5997,599.7
6014,1967,1995,,0,HISPAN,EMERGENTOLOGIST,2011,2016,6,142,23.666666667
6015,1962,1996,,1,HISPAN,IM HOSPITALIST,2004,2007,4,1125,281.25
6016,1947,1989,,0,ASIAN,RADIOLOGIST,,,,,
6017,1984,2017,,1,WHITE,GENERAL SURGEON,2017,2020,4,1801,450.25
6018,1961,2011,,0,ASIAN,UROLOGIST,2011,2020,10,10953,1095.3
6019,1974,2001,,1,ASIAN,INTERNIST,2004,2020,17,12728,748.70588235
6020,1989,2020,,1,ASIAN,,,,,,
6021,1974,2010,2015,1,ASIAN,FAMILY PRACTICE SPECIALIST,2010,2014,5,4149,829.8
6022,1971,2011,,1,HISPAN,INFECTIOUS DISEASE SPECIALIST,2011,2020,10,1683,168.3
6023,1982,,2017,0,,,,,,,
6024,1950,2002,,1,WHITE,INTERNIST,2005,2018,14,17653,1260.9285714
6025,1971,1999,,1,BLACK,FAMILY PRACTICE SPECIALIST,2004,2020,17,23551,1385.3529412
6026,1971,2010,,0,WHITE,"GERIATRICS,PALLIATIVE&CONTCARE",2010,2018,9,7956,884
6027,1985,2017,2018,0,BLACK,GENERAL SURGEON,,,,,
6028,1965,1993,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,8409,494.64705882
6029,1956,1982,2015,0,HISPAN,PHYSICIAN ASST II,2004,2015,12,7011,584.25
6030,1979,2009,,0,HISPAN,INTERNIST,2009,2020,12,15220,1268.3333333
6031,1969,2000,,1,ASIAN,INTERNIST,2004,2020,17,9879,581.11764706
6032,1968,1999,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,18673,1098.4117647
6033,1963,2003,2014,0,WHITE,ORTHOPEDIST,2004,2012,9,6668,740.88888889
6034,1954,1980,,0,WHITE,UROLOGIST,2004,2020,17,15702,923.64705882
6035,1981,2011,2012,0,WHITE,EMERGENTOLOGIST,,,,,
6036,1984,2014,,0,WHITE,FAMILY PRACTICE SPECIALIST,2013,2020,8,7070,883.75
6037,1981,2010,,0,ASIAN,EMERGENTOLOGIST,2015,2018,4,377,94.25
6038,1948,1984,2012,0,ASIAN,INTERNIST,,,,,
6039,1972,2003,2014,0,ASIAN,ANESTHESIOLOGIST,2010,2014,5,498,99.6
6040,1959,1991,,0,BLACK,PHYSICIAN ASST II,2013,2020,8,24733,3091.625
6041,1986,2015,2018,1,ASIAN,FAMILY PRACTICE SPECIALIST,2013,2018,6,5983,997.16666667
6042,1949,1984,2015,1,ASIAN,PRIMARY CARE/EM,2005,2006,2,123,61.5
6043,1985,2016,,1,ASIAN,"GERIATRICS,PALLIATIVE&CONTCARE",2012,2017,6,1584,264
6044,1982,2017,,0,ASIAN,ORTHOPEDIST,2017,2020,4,2532,633
6045,1982,2016,,0,ASIAN,EMERGENTOLOGIST,,,,,
6046,1987,2018,,0,ASIAN,,2013,2016,4,536,134
6047,1967,1997,,1,WHITE,OBSTETRICIAN GYNECOLOGIST,2004,2020,17,9607,565.11764706
6048,1961,1989,2018,1,WHITE,NURSE PRACTITIONER Y2,2004,2018,15,12636,842.4
6049,1974,2011,2012,0,WHITE,EMERGENTOLOGIST,,,,,
6050,1976,2015,,0,ASIAN,EMERGENTOLOGIST,,,,,
6051,1980,2015,,1,HISPAN,FAMILY PRACTICE SPECIALIST,2015,2020,6,6628,1104.6666667
6052,1978,2015,2017,1,BLACK,FAMILY PRACTICE SPECIALIST,2015,2017,3,1835,611.66666667
6053,1944,1982,2009,0,HISPAN,FAMILY PRACTICE SPECIALIST,2004,2009,6,7858,1309.6666667
6054,1981,2011,,0,ASIAN,INTERNIST,2011,2020,10,8323,832.3
6055,1981,2011,,1,ASIAN,INTERNIST,2011,2020,10,6685,668.5
6056,1981,2008,2012,0,ASIAN,,2008,2011,4,360,90
6057,1975,2009,2015,1,WHITE,INTERNIST,2009,2014,6,3701,616.83333333
6058,1976,2009,,0,BLACK,ORTHOPEDIC SPINE SURGEON,2011,2020,10,4072,407.2
6059,1985,2018,,1,ASIAN,IM HOSPITALIST,,,,,
6060,1959,2001,,0,WHITE,HEAD AND NECK SURGEON,2004,2020,17,17232,1013.6470588
6061,1964,2007,2012,1,ASIAN,ORTHOPEDIST,2007,2011,5,2925,585
6062,1988,2018,2019,0,WHITE,EMERGENTOLOGIST,,,,,
6063,1982,2012,2017,1,WHITE,EMERGENTOLOGIST,,,,,
6064,1976,2013,,0,WHITE,PHYSICIAN ASST II,2013,2020,8,2925,365.625
6065,1975,2009,,0,ASIAN,IM HOSPITALIST,2006,2009,4,431,107.75
6066,1971,2008,,1,HISPAN,ANESTHESIOLOGIST,,,,,
6067,1975,2008,,0,HISPAN,ANESTHESIOLOGIST,2010,2020,11,1921,174.63636364
6068,1973,2005,,1,ASIAN,NEUROLOGIST,2005,2020,16,5628,351.75
6069,1967,2008,2013,1,WHITE,FAMILY PRACTICE SPECIALIST,2008,2009,2,1134,567
6070,1982,2010,2013,0,WHITE,EMERGENTOLOGIST,,,,,
6071,1983,,2018,1,WHITE,,2013,2016,4,421,105.25
6072,1986,2017,,0,HISPAN,EMERGENTOLOGIST,,,,,
6073,1976,2015,,0,,URGENT CARE SPECIALIST,2015,2020,6,16722,2787
6074,1983,2019,,1,WHITE,,2010,2014,5,690,138
6075,1958,1991,,0,WHITE,UROLOGIST,2004,2020,17,12795,752.64705882
6076,1947,1995,2017,0,WHITE,EMERGENTOLOGIST,2005,2016,12,34543,2878.5833333
6077,1973,2007,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2007,2020,14,13694,978.14285714
6078,1964,2000,,0,BLACK,PHYSICAL MEDICINE AND REHAB,2004,2020,17,17435,1025.5882353
6080,1984,,2014,0,,,2012,2013,2,128,64
6081,1960,1989,2011,0,WHITE,OCCUPATIONAL HEALTH SERVICES,2004,2011,8,9788,1223.5
6082,1959,1987,,0,ASIAN,UROLOGY,2004,2020,17,5196,305.64705882
6083,1958,2001,2019,0,BLACK,EMERGENTOLOGIST,,,,,
6084,1983,2011,2013,0,WHITE,GENERAL SURGEON,2011,2013,3,16,5.3333333333
6085,1977,2009,,0,WHITE,EMERGENTOLOGIST,,,,,
6086,1970,2002,,0,ASIAN,ANESTHESIOLOGIST,2008,2019,12,474,39.5
6087,1992,2019,,0,WHITE,RESIDENT PHYSICIAN,2019,2019,1,11,11
6088,1977,2012,2013,1,ASIAN,EMERGENTOLOGIST,,,,,
6089,1985,2015,,0,ASIAN,IM HOSPITALIST,2017,2017,1,6,6
6090,1988,2017,,0,ASIAN,RESIDENT PHYSICIAN,2017,2020,4,880,220
6091,1977,2015,,1,BLACK,PHYSIATRIST,2015,2020,6,4942,823.66666667
6092,,,,0,,,,,,,
6093,1979,2012,,1,HISPAN,INTERNIST,2012,2020,9,8857,984.11111111
6094,1976,2003,,1,ASIAN,INTERNIST,2004,2020,17,7178,422.23529412
6095,1960,2003,,0,WHITE,PHYSIATRIST,2004,2020,17,14478,851.64705882
6096,1978,2011,,1,BLACK,FAMILY MEDICINE,2011,2020,10,8873,887.3
6097,1965,2000,,0,WHITE,ORTHOPEDIST,2004,2020,17,12103,711.94117647
6098,1960,1998,,1,WHITE,PHYSICIAN ASST,2004,2020,17,33251,1955.9411765
6099,1969,2000,,1,WHITE,INTERNIST,2004,2020,17,13525,795.58823529
6100,1953,1985,,1,WHITE,PHYSICIAN AST II,,,,,
6101,1979,2019,,1,ASIAN,INTERNIST,2019,2020,2,1349,674.5
6102,,,2015,0,,,,,,,
6103,1982,2013,,0,WHITE,URGENT CARE SPECIALIST,2013,2019,7,7302,1043.1428571
6104,1958,1993,,0,WHITE,ORTHOPEDIST,2004,2020,17,13119,771.70588235
6105,1957,2002,,0,ASIAN,INTERNIST,2004,2020,17,16822,989.52941176
6106,1982,2011,2014,1,BLACK,EMERGENTOLOGIST,,,,,
6107,1974,2006,,1,WHITE,"GERIATRICS,PALLIATIVE&CONTCARE",2007,2020,14,448,32
6108,1959,1990,,0,ASIAN,EMERGENTOLOGIST,2015,2016,2,7,3.5
6109,1960,1985,,1,ASIAN,CARDIOLOGIST,2004,2020,17,4779,281.11764706
6110,1976,2008,,0,ASIAN,PULMONOLOGIST,2011,2020,10,2808,280.8
